userid,Average Screen Time,Average Spent on App (INR),Left Review,Ratings,New Password Request,Last Visited Minutes,Status,Segments
1574,18,91,0,10,6,2864,Installed,Retained
1575,6,40,0,5,3,540,Installed,Retained
1576,7,48,0,1,1,2629,Installed,Retained
1577,19,467,1,5,7,1176,Installed,Retained
1578,30,831,1,10,7,2502,Installed,Retained
1579,33,164,1,5,5,4877,Installed,Retained
1580,45,936,0,8,4,2568,Installed,Retained
1581,8,29,1,1,8,379,Installed,Retained
1582,21,379,1,9,4,568,Installed,Retained
1583,42,786,1,9,4,1851,Installed,Retained
1584,35,194,0,7,4,427,Installed,Retained
1585,2,96,0,0,5,44883,Uninstalled,Churn
1586,50,170,0,9,7,1981,Installed,Retained
1587,20,128,1,9,8,4937,Installed,Retained
1588,47,744,0,7,6,3496,Installed,Retained
1589,24,850,1,10,3,4863,Installed,Retained
1590,26,607,0,5,8,1536,Installed,Retained
1591,8,45,1,5,4,4716,Installed,Retained
1592,30,644,0,9,4,4272,Installed,Retained
1593,46,107,0,10,3,3609,Installed,Retained
1594,44,887,1,6,8,4488,Installed,Retained
1595,6,93,1,4,2,2423,Installed,Retained
1596,28,503,0,9,7,4789,Installed,Retained
1597,6,9,1,1,8,4266,Installed,Retained
1598,37,571,0,10,2,2646,Installed,Retained
1599,1,84,0,2,15,15915,Uninstalled,Needs Attention
1600,27,424,0,5,4,4706,Installed,Retained
1601,46,404,1,8,7,4065,Installed,Retained
1602,35,329,0,9,5,2725,Installed,Retained
1603,21,751,1,7,7,3769,Installed,Retained
1604,19,269,1,9,6,3854,Installed,Retained
1605,25,894,0,7,7,3600,Installed,Retained
1606,42,520,0,5,1,3678,Installed,Retained
1607,36,865,0,7,4,3723,Installed,Retained
1608,43,518,0,8,8,273,Installed,Retained
1609,31,161,1,8,6,4524,Installed,Retained
1610,37,328,0,5,5,1533,Installed,Retained
1611,19,410,0,7,7,1014,Installed,Retained
1612,23,735,0,8,1,774,Installed,Retained
1613,18,539,0,6,4,4007,Installed,Retained
1614,5,46,0,1,8,12920,Installed,Needs Attention
1615,8,96,0,3,8,3644,Installed,Retained
1616,33,419,1,9,7,1267,Installed,Retained
1617,34,578,1,7,4,454,Installed,Retained
1618,1,56,0,4,7,12163,Installed,Needs Attention
1619,7,48,0,5,2,4426,Installed,Retained
1620,40,151,1,10,4,2457,Installed,Retained
1621,34,894,0,5,8,3328,Installed,Retained
1622,35,394,0,7,6,1994,Installed,Retained
1623,37,877,0,7,2,4821,Installed,Retained
1624,39,249,1,8,1,4568,Installed,Retained
1625,14,459,1,7,6,355,Installed,Retained
1626,41,837,0,6,3,4069,Installed,Retained
1627,39,726,1,6,3,2036,Installed,Retained
1628,24,597,0,8,1,4626,Installed,Retained
1629,45,395,0,5,3,3713,Installed,Retained
1630,22,459,1,6,6,1203,Installed,Retained
1631,9,6,1,2,7,1871,Installed,Retained
1632,41,904,0,7,4,3805,Installed,Retained
1633,19,841,0,6,2,646,Installed,Retained
1634,17,167,0,5,8,1403,Installed,Retained
1635,47,228,0,6,8,1409,Installed,Retained
1636,5,49,0,2,5,20344,Uninstalled,Needs Attention
1637,22,847,1,7,5,1839,Installed,Retained
1638,8,68,1,3,3,1005,Installed,Retained
1639,16,78,0,5,5,1494,Installed,Retained
1640,48,125,0,6,8,4241,Installed,Retained
1641,40,275,0,10,2,1006,Installed,Retained
1642,21,768,1,9,7,4688,Installed,Retained
1643,45,499,0,6,3,2859,Installed,Retained
1644,47,64,0,8,4,2128,Installed,Retained
1645,33,970,1,5,4,910,Installed,Retained
1646,45,516,0,9,4,654,Installed,Retained
1647,32,800,1,5,8,681,Installed,Retained
1648,19,756,0,7,7,3415,Installed,Retained
1649,15,688,1,10,6,3923,Installed,Retained
1650,47,280,0,10,8,2633,Installed,Retained
1651,43,580,0,10,3,4222,Installed,Retained
1652,0,42,1,3,15,24600,Uninstalled,Needs Attention
1653,29,610,0,8,8,3199,Installed,Retained
1654,17,484,1,6,7,4926,Installed,Retained
1655,19,369,0,7,7,3759,Installed,Retained
1656,21,79,0,8,5,547,Installed,Retained
1657,27,284,0,9,4,1024,Installed,Retained
1658,12,555,0,6,1,337,Installed,Retained
1659,22,714,0,8,3,4041,Installed,Retained
1660,31,517,1,10,4,2755,Installed,Retained
1661,8,73,0,4,4,706,Installed,Retained
1662,35,170,0,6,8,3317,Installed,Retained
1663,0,88,0,1,9,24796,Uninstalled,Needs Attention
1664,50,719,0,8,3,2944,Installed,Retained
1665,6,52,0,0,2,2764,Installed,Retained
1666,10,13,1,2,2,2900,Installed,Retained
1667,49,155,1,8,6,4825,Installed,Retained
1668,8,77,1,2,6,2842,Installed,Retained
1669,1,75,1,5,11,18485,Uninstalled,Needs Attention
1670,31,311,1,6,8,4496,Installed,Retained
1671,27,85,1,8,6,3376,Installed,Retained
1672,28,155,0,6,1,3595,Installed,Retained
1673,18,423,0,10,3,1214,Installed,Retained
1674,8,7,1,2,4,4477,Installed,Retained
1675,46,819,0,7,1,4859,Installed,Retained
1676,30,533,1,10,2,2743,Installed,Retained
1677,33,523,1,5,1,4171,Installed,Retained
1678,45,797,1,6,6,298,Installed,Retained
1679,31,508,1,6,8,3984,Installed,Retained
1680,48,729,0,7,8,1407,Installed,Retained
1681,36,600,0,7,6,1763,Installed,Retained
1682,6,75,1,2,8,1703,Installed,Retained
1683,22,180,1,8,8,1830,Installed,Retained
1684,16,618,1,9,8,2721,Installed,Retained
1685,32,647,0,5,2,4928,Installed,Retained
1686,6,37,1,3,8,3606,Installed,Retained
1687,6,55,0,0,1,1193,Installed,Retained
1688,45,528,1,10,7,2287,Installed,Retained
1689,18,779,0,8,8,1454,Installed,Retained
1690,16,167,1,6,3,3608,Installed,Retained
1691,11,772,0,10,5,3947,Installed,Retained
1692,33,863,1,10,2,834,Installed,Retained
1693,25,306,1,9,4,2138,Installed,Retained
1694,32,627,1,6,4,3222,Installed,Retained
1695,37,854,1,6,7,2200,Installed,Retained
1696,30,849,1,10,6,2871,Installed,Retained
1697,8,4,1,0,2,4160,Installed,Retained
1698,10,87,0,4,8,1733,Installed,Retained
1699,38,208,1,7,8,2200,Installed,Retained
1700,30,424,0,6,5,4465,Installed,Retained
1701,10,84,0,1,5,2636,Installed,Retained
1702,2,13,1,1,9,15953,Uninstalled,Needs Attention
1703,31,993,0,8,2,3004,Installed,Retained
1704,14,609,1,6,1,3154,Installed,Retained
1705,16,295,1,9,2,741,Installed,Retained
1706,11,282,0,7,5,4572,Installed,Retained
1707,43,958,0,8,7,2661,Installed,Retained
1708,22,53,1,7,2,1888,Installed,Retained
1709,7,69,0,0,2,831,Installed,Retained
1710,31,874,0,9,2,587,Installed,Retained
1711,18,845,0,9,1,4762,Installed,Retained
1712,14,567,0,7,8,4210,Installed,Retained
1713,37,300,1,9,6,1984,Installed,Retained
1714,34,116,1,8,4,1657,Installed,Retained
1715,3,45,1,2,8,28208,Uninstalled,Needs Attention
1716,22,753,0,8,2,4309,Installed,Retained
1717,24,825,0,8,8,1711,Installed,Retained
1718,6,64,0,1,6,1356,Installed,Retained
1719,43,903,1,5,8,722,Installed,Retained
1720,47,560,0,10,6,1232,Installed,Retained
1721,4,36,0,2,10,19874,Uninstalled,Needs Attention
1722,11,873,1,6,8,2210,Installed,Retained
1723,12,438,1,6,5,3959,Installed,Retained
1724,26,201,0,5,3,1164,Installed,Retained
1725,8,86,0,1,1,4899,Installed,Retained
1726,45,673,0,7,1,3102,Installed,Retained
1727,14,892,0,9,4,2001,Installed,Retained
1728,31,739,1,8,5,2524,Installed,Retained
1729,40,357,1,10,7,1034,Installed,Retained
1730,19,105,0,9,4,1667,Installed,Retained
1731,28,922,1,9,1,2672,Installed,Retained
1732,44,893,1,5,5,3935,Installed,Retained
1733,28,106,0,9,5,2153,Installed,Retained
1734,4,59,1,0,4,8685,Installed,Retained
1735,50,510,0,7,1,3677,Installed,Retained
1736,36,936,1,7,6,626,Installed,Retained
1737,26,734,0,5,2,404,Installed,Retained
1738,39,969,0,9,3,4208,Installed,Retained
1739,24,677,1,8,8,4399,Installed,Retained
1740,42,504,0,5,4,4469,Installed,Retained
1741,3,1,1,1,10,34395,Uninstalled,Churn
1742,41,305,0,8,1,2786,Installed,Retained
1743,34,804,1,10,8,261,Installed,Retained
1744,4,6,1,5,6,5481,Installed,Retained
1745,40,642,1,10,2,1456,Installed,Retained
1746,39,787,0,8,1,201,Installed,Retained
1747,40,231,1,7,7,3836,Installed,Retained
1748,20,747,0,8,3,1442,Installed,Retained
1749,49,357,0,10,1,2559,Installed,Retained
1750,10,26,0,0,7,2401,Installed,Retained
1751,1,10,1,0,6,23745,Uninstalled,Needs Attention
1752,21,946,0,5,1,730,Installed,Retained
1753,14,797,1,6,6,4591,Installed,Retained
1754,15,841,0,5,3,289,Installed,Retained
1755,17,950,1,10,6,861,Installed,Retained
1756,14,945,1,9,6,4975,Installed,Retained
1757,6,45,0,2,4,4845,Installed,Retained
1758,28,834,1,9,5,1840,Installed,Retained
1759,0,92,1,5,10,32265,Uninstalled,Churn
1760,42,171,0,7,6,3460,Installed,Retained
1761,12,857,0,10,1,3559,Installed,Retained
1762,29,932,1,7,6,3427,Installed,Retained
1763,19,87,0,7,4,521,Installed,Retained
1764,13,733,0,8,8,2610,Installed,Retained
1765,25,462,0,10,4,2405,Installed,Retained
1766,36,955,0,9,8,3979,Installed,Retained
1767,6,32,0,5,6,1896,Installed,Retained
1768,10,51,1,0,3,3330,Installed,Retained
1769,20,298,0,8,8,3658,Installed,Retained
1770,47,449,1,7,5,2993,Installed,Retained
1771,34,172,1,6,8,4785,Installed,Retained
1772,30,424,0,8,7,706,Installed,Retained
1773,41,326,1,9,8,2168,Installed,Retained
1774,25,631,1,10,6,3288,Installed,Retained
1775,33,276,0,6,1,1602,Installed,Retained
1776,9,79,1,3,4,2801,Installed,Retained
1777,31,915,1,6,1,2832,Installed,Retained
1778,30,367,1,7,6,1900,Installed,Retained
1779,21,892,0,7,7,4942,Installed,Retained
1780,11,173,0,6,7,2013,Installed,Retained
1781,23,201,1,8,5,3759,Installed,Retained
1782,27,355,0,10,8,3917,Installed,Retained
1783,30,123,0,8,5,1416,Installed,Retained
1784,6,9,1,0,3,4559,Installed,Retained
1785,28,678,1,10,3,660,Installed,Retained
1786,23,831,1,8,1,4013,Installed,Retained
1787,1,87,0,5,5,38966,Uninstalled,Churn
1788,17,269,1,6,4,2298,Installed,Retained
1789,26,627,0,9,5,2167,Installed,Retained
1790,19,657,0,8,8,4180,Installed,Retained
1791,32,816,0,10,7,1558,Installed,Retained
1792,4,39,1,0,8,10049,Installed,Retained
1793,25,337,0,7,6,594,Installed,Retained
1794,15,632,0,6,3,3194,Installed,Retained
1795,8,79,0,0,2,2968,Installed,Retained
1796,34,342,1,6,6,3611,Installed,Retained
1797,37,659,1,5,6,396,Installed,Retained
1798,42,324,0,6,4,2994,Installed,Retained
1799,28,558,0,10,8,907,Installed,Retained
1800,39,452,1,7,7,2933,Installed,Retained
1801,3,60,1,0,6,7244,Installed,Retained
1802,23,352,0,6,4,2106,Installed,Retained
1803,31,572,1,6,6,3604,Installed,Retained
1804,13,300,1,8,7,4617,Installed,Retained
1805,34,331,1,7,6,4069,Installed,Retained
1806,11,938,0,6,5,3372,Installed,Retained
1807,0,6,1,4,7,44107,Uninstalled,Churn
1808,8,26,0,2,1,4315,Installed,Retained
1809,16,459,1,7,4,3859,Installed,Retained
1810,18,751,1,5,1,2883,Installed,Retained
1811,37,479,0,9,5,4868,Installed,Retained
1812,30,312,0,10,1,1613,Installed,Retained
1813,19,901,1,5,5,4749,Installed,Retained
1814,30,867,1,7,2,3693,Installed,Retained
1815,14,68,0,10,4,1958,Installed,Retained
1816,46,832,1,10,6,1854,Installed,Retained
1817,36,295,1,10,3,4454,Installed,Retained
1818,34,560,0,7,3,4175,Installed,Retained
1819,35,518,1,10,7,1161,Installed,Retained
1820,37,266,0,9,2,1455,Installed,Retained
1821,11,350,0,8,3,3159,Installed,Retained
1822,4,4,1,2,6,22148,Uninstalled,Needs Attention
1823,30,564,1,8,3,1150,Installed,Retained
1824,1,92,1,0,4,10114,Installed,Retained
1825,29,387,0,10,7,2408,Installed,Retained
1826,2,93,0,2,13,18525,Uninstalled,Needs Attention
1827,46,724,0,8,2,1555,Installed,Retained
1828,24,307,0,8,7,800,Installed,Retained
1829,44,890,1,8,4,4661,Installed,Retained
1830,18,454,1,5,5,3537,Installed,Retained
1831,11,624,0,6,2,1441,Installed,Retained
1832,19,557,1,10,3,4176,Installed,Retained
1833,17,579,0,7,6,2450,Installed,Retained
1834,20,246,0,8,5,1908,Installed,Retained
1835,5,87,0,2,5,13310,Installed,Needs Attention
1836,29,490,0,6,3,2494,Installed,Retained
1837,28,732,1,6,8,2152,Installed,Retained
1838,29,311,0,5,1,953,Installed,Retained
1839,13,486,1,6,1,3922,Installed,Retained
1840,50,663,1,9,7,2144,Installed,Retained
1841,32,516,1,7,3,2302,Installed,Retained
1842,33,398,1,8,1,743,Installed,Retained
1843,46,93,1,7,6,1569,Installed,Retained
1844,6,69,0,2,4,1922,Installed,Retained
1845,1,65,1,1,3,10957,Installed,Retained
1846,2,5,1,5,12,41664,Uninstalled,Churn
1847,45,824,1,5,8,4033,Installed,Retained
1848,50,616,0,9,4,1243,Installed,Retained
1849,2,50,1,4,7,3007,Installed,Retained
1850,3,0,1,2,10,31644,Uninstalled,Churn
1851,9,90,1,5,1,3679,Installed,Retained
1852,45,286,1,10,1,2132,Installed,Retained
1853,36,55,0,6,7,3981,Installed,Retained
1854,4,12,0,2,6,15662,Uninstalled,Needs Attention
1855,25,684,0,6,2,1833,Installed,Retained
1856,1,84,1,2,11,34445,Uninstalled,Churn
1857,44,758,1,6,3,2991,Installed,Retained
1858,32,365,1,10,8,1415,Installed,Retained
1859,17,615,1,6,5,2353,Installed,Retained
1860,36,928,1,8,4,2563,Installed,Retained
1861,20,993,0,10,5,4930,Installed,Retained
1862,22,261,0,9,2,291,Installed,Retained
1863,3,97,0,3,9,32253,Uninstalled,Churn
1864,23,764,0,10,2,2003,Installed,Retained
1865,17,255,0,9,6,2048,Installed,Retained
1866,5,1,1,3,3,6523,Installed,Retained
1867,7,81,0,4,3,1195,Installed,Retained
1868,15,332,0,8,7,3386,Installed,Retained
1869,3,30,0,1,11,27561,Uninstalled,Needs Attention
1870,0,49,1,3,15,26958,Uninstalled,Needs Attention
1871,28,518,1,8,6,1498,Installed,Retained
1872,11,603,1,8,2,427,Installed,Retained
1873,24,613,0,6,7,2058,Installed,Retained
1874,47,136,0,8,3,851,Installed,Retained
1875,6,15,1,1,7,3872,Installed,Retained
1876,25,682,1,6,2,1477,Installed,Retained
1877,31,323,1,9,6,3172,Installed,Retained
1878,13,597,0,9,2,3362,Installed,Retained
1879,8,64,1,1,2,670,Installed,Retained
1880,31,905,1,10,1,3773,Installed,Retained
1881,47,251,1,9,1,2365,Installed,Retained
1882,43,294,0,5,1,4955,Installed,Retained
1883,22,73,1,7,4,4715,Installed,Retained
1884,19,917,0,10,5,3258,Installed,Retained
1885,12,856,1,5,4,4428,Installed,Retained
1886,20,93,1,7,2,313,Installed,Retained
1887,47,964,1,7,3,1374,Installed,Retained
1888,19,111,0,10,4,2173,Installed,Retained
1889,37,619,1,5,4,1173,Installed,Retained
1890,46,241,1,10,7,1681,Installed,Retained
1891,31,717,0,9,2,4539,Installed,Retained
1892,34,84,0,7,5,3988,Installed,Retained
1893,46,783,0,6,3,600,Installed,Retained
1894,40,136,1,8,3,2136,Installed,Retained
1895,41,763,0,9,6,3100,Installed,Retained
1896,29,586,1,5,2,3094,Installed,Retained
1897,8,28,1,4,8,2186,Installed,Retained
1898,27,856,0,6,2,4537,Installed,Retained
1899,42,185,0,6,2,1726,Installed,Retained
1900,9,30,0,5,3,4373,Installed,Retained
1901,32,319,0,7,5,1769,Installed,Retained
1902,43,391,1,10,8,4000,Installed,Retained
1903,19,898,1,8,8,2999,Installed,Retained
1904,11,303,0,9,3,1107,Installed,Retained
1905,35,885,1,10,4,1271,Installed,Retained
1906,23,656,1,6,1,4650,Installed,Retained
1907,27,925,0,7,5,1058,Installed,Retained
1908,9,19,0,4,7,2061,Installed,Retained
1909,33,959,1,5,6,2017,Installed,Retained
1910,44,302,1,6,4,1176,Installed,Retained
1911,30,827,0,8,5,490,Installed,Retained
1912,48,920,1,6,3,1037,Installed,Retained
1913,31,662,0,9,6,3702,Installed,Retained
1914,39,273,0,5,8,936,Installed,Retained
1915,23,161,1,6,7,2356,Installed,Retained
1916,9,58,1,2,6,2486,Installed,Retained
1917,5,29,1,3,5,36725,Uninstalled,Churn
1918,37,291,0,10,2,2820,Installed,Retained
1919,18,402,1,8,3,3957,Installed,Retained
1920,34,457,1,8,3,289,Installed,Retained
1921,23,51,1,7,8,3745,Installed,Retained
1922,37,309,1,9,7,4189,Installed,Retained
1923,19,253,1,9,2,4198,Installed,Retained
1924,25,838,0,8,8,3445,Installed,Retained
1925,19,625,1,7,2,1601,Installed,Retained
1926,31,769,0,6,6,801,Installed,Retained
1927,2,78,1,4,9,33692,Uninstalled,Churn
1928,21,828,1,8,3,592,Installed,Retained
1929,41,747,0,7,7,3571,Installed,Retained
1930,35,85,0,10,3,4019,Installed,Retained
1931,22,277,0,9,6,1592,Installed,Retained
1932,14,847,0,10,3,252,Installed,Retained
1933,7,2,1,3,3,4541,Installed,Retained
1934,31,877,0,8,2,3086,Installed,Retained
1935,42,156,1,7,4,3754,Installed,Retained
1936,37,814,1,6,7,561,Installed,Retained
1937,2,84,0,3,3,7690,Installed,Retained
1938,10,19,1,0,1,3966,Installed,Retained
1939,21,755,0,9,3,864,Installed,Retained
1940,12,98,0,7,7,1877,Installed,Retained
1941,20,765,0,9,2,404,Installed,Retained
1942,27,996,1,10,4,2403,Installed,Retained
1943,36,975,0,9,2,3452,Installed,Retained
1944,4,42,0,4,5,32762,Uninstalled,Churn
1945,20,258,0,8,6,431,Installed,Retained
1946,39,983,1,8,3,893,Installed,Retained
1947,30,381,1,8,7,4228,Installed,Retained
1948,2,3,1,3,14,16067,Uninstalled,Needs Attention
1949,19,868,1,6,2,2164,Installed,Retained
1950,0,95,0,1,10,16324,Uninstalled,Needs Attention
1951,28,226,1,9,6,1020,Installed,Retained
1952,25,239,1,7,8,2530,Installed,Retained
1953,22,828,1,8,7,969,Installed,Retained
1954,6,40,0,4,3,1993,Installed,Retained
1955,7,95,1,0,6,4113,Installed,Retained
1956,4,22,0,5,8,10845,Installed,Retained
1957,2,31,0,5,7,15904,Uninstalled,Needs Attention
1958,19,313,0,6,1,3124,Installed,Retained
1959,29,798,1,8,1,3072,Installed,Retained
1960,6,76,1,1,3,2835,Installed,Retained
1961,22,706,0,9,4,4851,Installed,Retained
1962,18,466,0,8,1,1109,Installed,Retained
1963,39,816,0,6,2,4522,Installed,Retained
1964,18,867,0,9,3,4016,Installed,Retained
1965,27,966,1,5,5,4710,Installed,Retained
1966,24,850,0,7,6,2821,Installed,Retained
1967,46,656,1,10,7,3624,Installed,Retained
1968,33,811,1,10,1,1827,Installed,Retained
1969,29,257,1,9,8,4606,Installed,Retained
1970,17,322,0,8,8,512,Installed,Retained
1971,28,146,1,10,5,1466,Installed,Retained
1972,15,218,0,6,2,4329,Installed,Retained
1973,36,744,0,5,5,713,Installed,Retained
1974,8,83,1,5,8,1505,Installed,Retained
1975,23,389,1,10,8,1786,Installed,Retained
1976,24,937,1,6,4,1676,Installed,Retained
1977,48,568,0,6,8,1280,Installed,Retained
1978,40,101,0,9,8,2224,Installed,Retained
1979,1,73,0,3,13,45734,Uninstalled,Churn
1980,2,43,1,5,7,39494,Uninstalled,Churn
1981,35,223,1,10,7,4328,Installed,Retained
1982,46,775,0,8,6,3489,Installed,Retained
1983,48,501,1,6,6,1305,Installed,Retained
1984,16,795,1,6,6,4027,Installed,Retained
1985,24,777,1,5,3,905,Installed,Retained
1986,35,564,0,8,8,4641,Installed,Retained
1987,35,359,0,6,1,756,Installed,Retained
1988,24,380,0,9,7,3821,Installed,Retained
1989,10,23,1,3,3,770,Installed,Retained
1990,8,31,0,5,7,2104,Installed,Retained
1991,46,961,0,7,4,3808,Installed,Retained
1992,34,327,0,8,3,880,Installed,Retained
1993,41,584,1,8,1,3634,Installed,Retained
1994,10,98,0,1,6,2935,Installed,Retained
1995,38,938,0,5,4,1865,Installed,Retained
1996,43,61,0,6,8,1327,Installed,Retained
1997,47,761,0,6,1,1936,Installed,Retained
1998,6,73,1,5,1,3436,Installed,Retained
1999,9,54,0,4,2,4039,Installed,Retained
